Mélység [m↓₊],Azimuth [°↻⁺],Sebesség [m/s]
1,174.2041866,0.836261679
1,176.0830195,1.029491539
1,177.5204085,1.449490746
1,176.9373235,0.935175776
1,176.2102195,1.181343497
1,176.1545762,1.250882335
1,177.1229061,1.349725081
1,178.5125169,1.119367418
1,173.9557312,1.200126292
1,174.3088007,1.029599076
1,179.1705299,1.009306444
1,181.9413617,0.563073509
1,176.1255232,1.505588541
1,167.6433643,1.320192964
1,176.6430711,1.513979536
1,175.8887225,0.845298584
1,176.7972642,1.34830663
1,178.4482157,1.008819256
1,176.2547553,1.100331399
1,175.31812,1.060923782
1,175.7687655,1.632806617
1,174.2452159,1.566507228
1,170.7647519,0.812333844
1,175.7352091,1.263529294
1,179.1327219,1.068884282
1,174.8256057,1.145643918
1,174.4684152,1.109108035
1,173.2652572,1.196607813
1,172.019911,0.883020122
1,176.7949258,1.194211182
1,174.2565261,1.417986131
1,178.7469466,1.135307974
1,176.3921543,0.979093613
1,177.0542315,1.28080351
1,178.4506362,1.69777081
1,176.3729842,1.045891482
1,177.3437257,1.114414838
1,170.5557837,1.346083024
1,173.3505535,0.878034138
1,172.5630622,1.067741624
1,173.846442,0.765762303
1,170.4210722,1.10744904
1,174.1324941,1.427653573
1,178.4940554,0.858611806
1,171.8603005,1.197005358
1,177.4552638,1.486987077
1,175.9807448,0.867610045
1,174.1753713,1.265442778
1,177.86089,1.411719896
1,174.5223721,1.515189319
1,178.2346581,1.16748828
1,175.7220859,1.487722509
1,179.9594228,1.661222097
1,175.271962,1.162421389
1,177.2439378,1.5661675
1,178.4439737,1.457791518
1,177.4351219,0.979583179
1,178.0570851,1.422621384
1,180.5092314,0.829328592
1,178.0633134,1.464692297
1,175.9480444,1.168371871
1,177.1248311,1.726401871
1,171.9602794,0.879914408
1,177.8809586,1.003008425
1,181.6973026,0.806847095
1,175.3210935,1.940621737
1,176.0757858,1.204781748
1,181.0748141,1.480701306
1,177.5774074,1.325290215
1,170.8858626,1.109218629
1,172.7414777,1.811943319
1,175.4511962,0.478501076
1,172.0720669,0.575805976
1,175.8201418,1.427207789
1,176.7743712,1.603847515
1,177.6055761,1.150277423
1,173.4658711,0.738599672
1,173.9493737,2.147260658
1,178.3109363,1.687770618
1,177.9612913,1.769785745
1,174.6351489,1.213568658
1,177.3653398,0.975115386
1,179.1073195,1.256794749
1,178.2751491,0.979621288
1,173.3246645,1.431521149
1,175.0290157,1.153134433
1,177.892065,1.490190217
1,180.7814461,0.979431222
1,180.6239505,1.163464991
1,173.7353118,1.212044555
1,174.3369815,1.15392842
1,176.1196805,0.784178499
1,174.4308606,2.233058288
1,178.1574367,1.262605517
1,178.9552408,1.222919315
1,174.4314756,1.206555591
1,172.4639048,0.966048701
1,174.1184263,1.182805524
1,180.9961485,1.576017623
1,174.4168612,0.998782763
1,178.5499374,0.941258224
1,176.8757664,0.755237525
1,180.5460089,1.051916283
1,177.4559917,1.543972005
1,174.8013485,0.722850607
1,178.7598169,1.14207058
1,176.5309781,1.39278391
1,173.561435,0.376380123
1,176.0851836,1.368575718
1,173.6568193,1.218550723
1,179.4582968,1.699985132
1,174.9045778,1.14347533
1,173.7999762,1.409727085
1,175.3906513,0.966067566
1,176.1934245,0.925699263
1,178.979603,1.026879854
1,171.4921111,1.230985456
1,176.2342313,1.426700322
1,180.1145746,1.459470781
1,183.4140548,1.33199758
1,174.2057134,0.626806827
1,176.390716,1.656278015
1,169.4373346,1.369927353
1,172.2466583,1.002404324
1,178.7413811,1.025512815
1,181.0586981,1.669486358
1,173.8230739,0.948030708
1,181.3618199,1.061875282
1,181.077742,1.03007942
1,176.1397792,0.736098407
1,177.6306647,1.231923235
1,174.7953331,1.303049872
1,173.7379422,1.521219759
1,175.2270807,1.653136514
1,175.8109332,1.208028526
1,178.7886404,1.380063419
1,174.1185382,1.386824659
1,174.7671857,1.393326002
1,176.7650509,0.934007815
1,174.6153819,0.968133988
1,179.1007983,1.425500071
1,177.1661641,0.972169549
1,174.6514608,0.861985248
1,177.9635775,0.908886554
1,176.3050164,1.321921829
1,173.710867,1.325578722
1,178.8132814,1.323536331
1,176.8350753,0.884771391
1,177.2740285,1.300085974
1,172.491495,1.164705366
1,177.4902912,1.077534949
1,179.2724036,1.45691224
1,177.5749549,0.746039693
1,172.6777403,1.480940923
1,174.3582068,1.060656905
1,176.5331937,1.037550561
1,173.8806024,1.384506419
1,177.1411176,1.635580233
1,177.6607636,1.094620309
1,175.0960947,1.054965238
1,175.6425395,1.133360428
1,174.1400762,1.059197944
1,174.5073025,1.044198771
1,176.1172258,1.211014631
1,174.9662615,0.448633173
1,178.122233,1.544441419
1,178.5636312,1.897913359
1,175.489027,0.63184991
1,175.119905,0.470176015
1,175.4306841,0.531561069
1,175.0419303,0.604978501
1,174.0143259,1.170265536
1,177.7084418,1.285110536
1,174.9342421,1.158743874
1,179.3986414,1.551563374
1,173.1769401,1.615220504
1,176.6500556,1.614313414
1,174.7929593,0.976416084
1,177.3049139,1.645468098
1,177.7467273,0.923118055
1,177.8318847,1.626687996
1,182.5116095,1.23202251
1,174.7671291,1.54607629
1,177.1498173,1.690323601
1,178.3812692,0.848438633
1,174.5127458,1.226680034
1,173.9618738,1.23159648
1,173.8327253,0.770977816
1,173.5688837,0.899202269
1,174.3914292,1.630405475
1,175.9451386,0.90058117
1,177.4629996,1.526025333
1,171.1506712,0.730934895
1,172.8768774,1.882328331
1,174.7752416,1.04450521
1,178.0402092,1.667315476
1,179.6385342,1.34240158
1,173.5832849,0.804318878
1,180.3858759,1.038058915
1,183.7039236,1.630865779
1,178.2001223,0.542587957
1,174.4236523,1.538417428
1,179.8417706,1.279240721
1,180.0371666,1.075976645
1,174.9555216,1.778667085
1,176.6802885,1.334434884
1,178.5253807,1.81768176
1,178.5520448,1.327347212
1,173.4346455,0.943751897
1,176.2640894,0.826197949
1,176.0266521,1.198552995
1,179.514796,1.090777137
1.25,174.9882982,1.26115728
1.25,177.7355187,1.09548016
1.25,173.7712401,0.662496403
1.25,176.0450896,1.148996618
1.25,173.4728254,1.367240164
1.25,172.5868858,0.813163906
1.25,175.1172407,1.348356943
1.25,175.4737692,1.30215024
1.25,176.8728476,1.096879019
1.25,174.2527169,0.524589176
1.25,177.2187334,0.79523297
1.25,175.6328043,0.825477991
1.25,175.4350715,1.061911269
1.25,177.7794107,1.901194814
1.25,177.9266846,1.222368756
1.25,176.4627771,1.156036051
1.25,180.0697847,1.255365201
1.25,175.6263599,1.107105989
1.25,176.5652433,1.63335155
1.25,173.2146888,1.12170998
1.25,176.928378,1.487687201
1.25,173.6360691,1.284732557
1.25,177.8782027,1.221986281
1.25,174.1573969,0.597164901
1.25,175.5628989,1.428001266
1.25,174.1508972,0.896650961
1.25,178.6170269,0.953617969
1.25,174.7903004,1.62557531
1.25,174.2231445,0.646194611
1.25,178.6315116,0.231937942
1.25,180.524355,0.633005948
1.25,176.3958926,1.41559869
1.25,177.5405488,1.091308443
1.25,174.5635008,0.923886146
1.25,177.6414128,1.712505834
1.25,175.6119328,0.998825787
1.25,172.8914558,1.26074519
1.25,176.6216224,1.068611415
1.25,176.1945636,1.490717009
1.25,171.5642733,1.495352372
1.25,175.3664789,1.468624285
1.25,177.8910321,1.968575792
1.25,179.1406701,0.384877091
1.25,175.2239968,1.089970558
1.25,174.9192797,1.216831632
1.25,176.0709289,0.948058267
1.25,174.5870401,1.699163035
1.25,175.2226176,0.382024628
1.25,179.7103518,0.981990823
1.25,174.1061855,1.130463823
1.25,177.1073125,1.635127536
1.25,175.3736562,0.628615665
1.25,178.4745675,1.219766387
1.25,174.2769814,0.910051955
1.25,179.8283266,0.97994889
1.25,176.9225645,0.797768446
1.25,178.378111,0.604434933
1.25,172.6976517,1.94965773
1.25,179.1513678,1.131748497
1.25,180.9943939,0.80044962
1.25,174.7143384,1.044395993
1.25,177.19592,0.89245438
1.25,175.1315026,1.34445034
1.25,172.56789,0.473232437
1.25,172.2962341,0.593353847
1.25,174.628147,1.731314933
1.25,173.7477757,0.90524274
1.25,178.6207775,1.724598152
1.25,177.7387237,0.568132997
1.25,175.6289847,0.544548363
1.25,178.1882072,1.354601521
1.25,172.2029516,1.25931517
1.25,176.6824596,1.558084615
1.25,175.1991838,1.273567359
1.25,176.5612901,1.172270851
1.25,179.9569587,1.555496289
1.25,175.9967991,0.455648962
1.25,173.6696418,1.27534871
1.25,175.5461969,1.20536993
1.25,175.6056939,0.652175299
1.25,177.4253982,1.732301939
1.25,176.5015941,0.970157632
1.25,177.6816999,0.870585023
1.25,176.0138452,0.988473484
1.25,173.9493651,1.619941396
1.25,175.9293654,1.463263566
1.25,176.3101409,1.206797107
1.25,177.7589897,1.036515614
1.25,175.9315478,1.628241279
1.25,177.5419427,1.215464213
1.25,178.7751353,1.450891836
1.25,173.3118134,1.650907161
1.25,180.0963658,1.234288739
1.25,173.9580852,0.841462022
1.25,176.6887608,0.846822134
1.25,173.9884848,0.819419504
1.25,177.6103371,0.388705309
1.25,173.6737313,2.145653058
1.25,175.4791792,0.781207574
1.25,179.8660868,1.346690565
1.25,170.2977427,0.757502482
1.25,170.4367947,1.429065769
1.25,178.0430062,0.861765735
1.25,177.2505682,0.950998142
1.25,178.2733575,1.194915747
1.25,171.6614615,1.369472923
1.25,177.3926898,1.73631789
1.25,180.7376338,1.037361063
1.25,175.9972228,1.08608453
1.25,177.0778775,1.309326565
1.25,175.2834565,1.068370784
1.25,174.5626289,1.166559981
1.25,172.7714973,0.998377015
1.25,178.4485091,1.401427842
1.25,178.4994536,1.490397644
1.25,174.5645424,1.187908504
1.25,177.4398204,0.648595019
1.25,178.8825981,1.445508169
1.25,174.9596569,1.39884336
1.25,174.8899558,0.916427159
1.25,175.3992706,1.181710884
1.25,180.3318339,0.944159314
1.25,177.3540819,0.843920928
1.25,175.0512301,0.16792037
1.25,173.5302253,0.886206918
1.25,179.3323323,1.151965921
1.25,176.1704724,0.88309285
1.25,178.0739207,1.142121161
1.25,175.0115608,1.260122393
1.25,177.1188814,1.829163043
1.25,178.0428083,1.37913619
1.25,175.090539,0.728440861
1.25,177.6142553,1.175069787
1.25,173.3137805,1.427902973
1.25,179.1833985,1.015949859
1.25,175.0774175,0.974054207
1.25,175.595979,1.064250946
1.25,179.7504908,1.506492869
1.25,174.3939211,0.424565704
1.25,179.3616722,1.437766915
1.25,174.1552048,1.391432458
1.25,176.5785126,1.5407343
1.25,176.8904881,1.156252729
1.25,175.7069504,1.626008302
1.25,174.4761605,2.133103691
1.25,174.218247,0.99395152
1.25,171.8814719,0.879532476
1.25,173.0257762,0.980410638
1.25,179.1104922,1.086980372
1.25,176.6163926,1.048174731
1.25,172.2738492,0.843238918
1.25,176.9169183,1.236370592
1.25,177.5309895,1.655094548
1.25,175.1715619,0.859407057
1.25,175.8833785,1.185120902
1.25,176.6697914,1.189243135
1.25,173.8247796,1.590051006
1.25,175.8858903,0.988942193
1.25,171.5722923,1.077451231
1.25,177.7365538,1.540086095
1.25,175.2617433,1.414142837
1.25,178.7963678,1.280242466
1.25,176.8301636,1.590650502
1.25,178.1192944,1.035951449
1.25,174.633426,1.04419045
1.25,180.2445584,1.071094074
1.25,176.3194467,0.714472885
1.25,175.0692579,0.807821279
1.25,176.5113745,0.698331175
1.25,177.1602302,1.113755537
1.25,176.9342572,1.244676787
1.25,178.4660348,1.63286782
1.25,176.4219502,1.712692906
1.25,175.2032209,1.704119221
1.25,174.8152035,1.547631138
1.25,173.4670368,0.883470907
1.25,173.4910042,1.313565533
1.25,176.461541,0.893865328
1.25,174.8534409,0.957120974
1.25,175.6034125,0.913392679
1.25,176.1464989,1.877387667
1.25,177.7351497,1.170963633
1.25,174.3257559,0.806920812
1.25,178.8233559,1.263883591
1.25,175.4451096,0.93422158
1.25,177.9735734,0.968170489
1.25,177.9686793,1.180342866
1.25,171.2521096,1.107824952
1.25,178.0264544,1.278384958
1.25,172.5010475,1.172426193
1.25,172.6925748,1.458624042
1.25,172.7128366,1.533853279
1.25,179.2393719,1.667256356
1.25,177.5936024,0.772781081
1.25,175.0440504,1.588591236
1.25,174.4065275,1.556607311
1.25,175.1274729,1.555469006
1.25,181.3764326,1.55703267
1.25,179.2126333,1.697740962
1.25,179.1646403,0.707481332
1.25,179.8073131,1.169525599
1.25,177.4678144,1.241248944
1.25,177.8172941,1.639303934
1.25,175.9871154,1.19243583
1.25,174.3640991,0.897316944
1.25,173.9872065,0.840750986
1.25,174.0336123,1.460575731
1.25,173.6453863,1.735865521
1.25,175.8887479,0.934337987
1.25,178.8823335,1.065986127
1.25,173.9056857,1.37259121
1.25,176.3453134,1.267799942
1.25,175.7132184,1.062562035
1.25,176.4091725,1.101314333
1.25,176.6327852,0.517426917
1.25,176.8236834,1.212717542
1.25,173.999169,1.347929025
1.25,176.033507,1.006322351
1.25,175.6116428,0.904744006
1.25,176.7689963,1.368106267
1.25,180.6756636,0.705225552
1.25,173.7681541,0.716493527
1.25,178.4346785,0.761824759
1.25,179.7630357,1.464306047
1.25,181.3415973,1.489520135
1.25,176.6198722,1.37517501
1.25,173.4188268,1.58988661
1.25,174.0843622,1.318216471
1.25,178.6388872,1.189707334
1.25,174.8199708,1.053480762
1.25,174.8326859,0.513814027
1.25,173.688688,1.259897615
1.25,180.4130561,1.290793134
1.25,178.0535675,1.407451408
1.25,174.0764345,1.172029416
1.25,173.4059573,0.919383619
1.25,178.2274457,0.878760227
1.25,173.9138547,0.941661911
1.25,174.2707932,1.878484252
1.25,173.6375716,1.456340101
1.25,175.7064223,1.394474352
1.25,177.6994913,1.928326942
1.25,178.6666688,0.845681363
1.25,176.7383376,1.170792896
1.25,178.5624505,1.22381197
1.25,172.5475774,1.23330551
1.25,179.5875882,1.369262834
1.25,175.7559189,1.262662582
1.25,175.3657056,1.827949158
1.25,182.4802678,0.76901735
1.25,176.9632457,0.585389114
1.25,171.664884,0.843364824
1.25,175.5337461,0.940422833
1.25,178.225597,0.751083178
1.25,174.8795481,1.590341647
1.25,173.9483561,1.088419999
1.25,178.2177916,2.039510873
1.25,174.6560432,1.514962555
1.25,181.0812818,1.052644742
1.25,180.1700784,1.389818514
1.25,173.3821009,1.499532424
1.25,176.2113673,1.563437049
1.25,174.8964317,0.717348313
1.25,175.4508468,1.235261516
1.25,175.316435,0.958400799
1.25,177.431432,1.649240918
1.25,175.5521806,0.577990596
1.25,173.1393055,0.988473382
1.25,177.9215824,0.657244747
1.25,170.3559035,1.380884856
1.25,176.3487733,0.582243392
1.25,175.6517195,0.99575795
1.25,173.3161249,1.299229628
1.25,175.5786313,1.309367721
1.25,175.683166,1.646851934
1.25,175.6684393,1.496109296
1.25,174.2495795,0.412887814
1.25,179.9546741,0.817627351
1.25,172.2525793,0.734408072
1.25,179.0882501,1.267358996
1.25,177.9285098,0.925599175
1.25,175.4776691,1.5076228
1.25,173.3170619,1.513503058
1.25,179.3065952,0.124699938
1.25,172.1738017,1.350691414
1.25,171.7946359,1.108935635
1.25,177.7858899,1.325471366
1.25,174.3810728,0.920107137
1.25,182.5734753,0.809620605
1.25,178.3942718,1.087932779
1.25,179.272176,1.672960255
1.25,178.8027953,1.557818131
1.25,174.2485476,1.172356692
1.25,174.8790532,1.690159403
1.25,176.0919346,1.102230457
1.25,176.926035,1.093742585
1.25,178.3280724,1.470339227
1.25,179.7805977,0.781972296
1.25,175.6660336,1.55398013
1.25,177.0330533,0.896128037
1.25,175.5256864,0.892257101
1.25,176.0020128,0.921644607
1.25,175.9385467,0.885915979
1.25,175.7615166,0.96214941
1.25,171.3794114,0.68852282
1.25,176.0089261,1.358841397
1.25,169.9195614,1.196216379
1.25,175.4761342,0.465882312
1.25,177.87484,1.616202767
1.25,175.249524,1.52972234
1.25,178.0935676,0.779484868
1.25,179.0937031,1.113670544
1.25,179.0128662,0.696393825
1.25,173.9620389,1.138264777
1.25,174.7859083,1.198403628
1.25,174.5408317,2.144437449
1.25,174.384523,1.003948033
1.25,174.1437914,1.217035414
1.25,175.3584487,1.093962377
1.25,176.2011395,1.126136754
1.25,176.5845497,1.879906699
1.25,179.4297643,1.207933238
1.25,176.1950943,1.156745943
1.25,182.0666216,1.023448489
1.25,174.374747,1.487887429
1.25,174.9768052,0.534762726
1.25,176.9449475,1.401157551
1.25,178.8522705,1.868341203
1.25,176.092431,0.603549115
1.25,177.4345377,1.566283582
1.25,174.7100287,1.309875965
1.25,175.0200755,1.37564646
1.25,172.135342,1.01981703
1.25,175.6601029,0.989080752
1.25,174.8087183,1.26540675
1.25,174.4293797,0.355511968
1.25,177.3874953,1.010749774
1.25,178.6699415,1.317812007
1.25,174.1669171,1.324901359
1.25,172.0284568,1.164296503
1.25,170.8110114,1.069063159
1.25,177.2862464,1.473676736
1.25,178.792159,1.237402815
1.25,173.4354003,1.322328013
1.25,179.5602042,1.085639608
1.25,171.4068517,1.04570109
1.25,177.2672233,1.272199338
1.25,176.0625178,0.71338321
1.25,177.8004484,1.218243715
1.25,175.1909285,1.110370644
1.25,176.3354813,1.079394082
1.25,175.9125855,1.322388986
1.25,179.5877931,1.427962891
1.25,175.1773908,0.657771517
1.25,174.9427265,0.575296257
1.25,179.0092492,1.185010976
1.25,174.6013286,1.392927193
1.25,174.9806478,1.472547042
1.25,177.592926,0.775686247
1.25,175.4224705,0.493202051
1.25,177.2531789,1.310339454
1.25,176.9327269,1.348297997
1.25,178.421953,1.816564498
1.25,179.4405852,1.34131358
1.25,176.3928577,1.392567705
1.25,174.8477478,1.480820999
1.25,173.8539732,0.478790632
1.25,175.6647164,1.270535698
1.25,174.6576011,1.39866778
1.25,177.7100169,1.276301097
1.25,177.780216,1.101420584
1.25,176.6488579,0.574494494
1.25,176.1591614,1.072566289
1.25,178.726306,1.307391055
1.25,176.455321,1.361518672
1.25,179.3638092,0.821075453
1.25,177.3517768,0.940900851
1.25,175.0626506,1.453885589
1.25,177.9082107,2.258650256
1.25,178.5475867,0.877901638
1.25,176.6152606,0.409258013
1.25,173.6159729,1.457205937
1.25,175.567791,0.711629934
1.25,177.798359,0.656918257
1.25,181.1618153,1.705151689
1.25,177.780784,1.046266904
1.25,176.6553541,1.275915836
1.25,178.3642603,1.169053454
1.25,177.9718171,1.004583502
1.25,174.794643,0.777601681
1.25,174.4551069,0.910041656
1.25,175.5822478,1.105703823
1.25,175.1593657,0.481894912
1.25,176.5315497,1.762136158
1.25,178.1479342,1.158636354
1.25,175.935045,1.095153817
1.25,176.4373647,1.146095344
1.25,177.4857764,0.901315346
1.25,175.9013985,2.097807375
1.25,173.5492638,1.364702065
1.25,175.833678,1.561930566
1.25,176.2318611,1.249725325
1.25,174.5365575,1.665533324
1.25,175.6894219,1.286257083
1.25,177.8422745,0.568857193
1.25,177.0614447,1.269160931
1.25,175.8248223,1.459122817
1.25,181.889364,1.935916089
1.25,178.1573298,0.526833643
1.25,176.5235877,1.658162687
1.25,177.2003733,1.929767655
1.25,178.3174697,1.188385626
1.25,176.2959552,0.757431511
1.25,174.4977872,1.21129929
1.25,177.2791505,1.465181524
1.25,177.2615822,1.279412806
1.25,178.3735144,0.892953305
1.25,176.9646651,1.728981661
1.25,175.8875686,1.316303621
1.25,173.8761093,0.850793108
1.25,178.7997493,1.041781012
1.25,170.52796,1.615485992
1.25,177.5596768,1.169190378
1.25,179.1941565,1.215834053
1.25,180.5531499,1.524509641
1.25,176.5195803,1.175172637
1.25,176.2792512,0.954460363
1.25,170.3944747,1.300912051
1.25,177.1598282,0.610176585
1.25,175.8577371,1.089635725
1.25,175.2361986,1.296168788
1.25,178.2992715,0.921697108
1.25,176.1150111,0.802601881
1.25,177.5278983,1.598321203
1.25,179.3100057,1.430908712
1.25,176.007263,0.984321556
1.25,176.2591942,0.982307314
1.25,176.1869486,0.808031386
1.25,177.7601926,1.089632723
1.25,177.8806676,1.452240492
1.25,173.4063935,0.737585256
1.25,177.5999206,0.370535024
1.25,175.6212625,1.094161566
1.25,174.4871979,1.114150201
1.25,175.117355,0.808119475
1.25,177.1560652,0.840791113
1.25,179.9316875,0.346204903
1.25,175.2995143,0.834290666
1.25,177.478709,1.16307117
1.25,179.3732209,1.064938481
1.25,176.3423156,0.953895189
1.25,175.6185013,0.943162979
1.25,178.3922851,0.629608383
1.25,175.6691869,0.941677433
1.25,174.9049658,0.931581105
1.25,176.9552009,1.07764081
1.25,176.5502326,0.412942951
1.25,177.6345558,0.620231478
1.25,176.6195544,1.52780671
1.25,178.4514183,0.995617894
1.25,176.377252,1.059005569
1.25,174.8918012,1.042451053
1.25,175.1204126,1.471882051
1.25,173.7640981,0.865343167
1.25,177.5671025,1.094963739
1.25,176.1017063,0.718270871
1.25,176.819021,1.003417744
1.25,179.1513327,1.109190623
1.25,174.7067034,1.152548521
1.25,173.9818339,1.588654169
1.25,177.3125877,0.926113944
1.25,176.7644957,1.075836639
1.25,175.9620238,1.131714703
1.25,175.7002432,1.486551572
1.25,179.6780368,0.960396839
1.25,177.6510217,0.902820614
1.25,177.8635603,1.555344588
1.25,177.8740511,0.791950818
1.25,178.2882211,0.924846724
1.25,177.1425002,1.181831821
1.25,176.9104582,0.843839879
1.25,173.7642719,0.718739398
1.25,178.4583663,1.353899933
1.25,176.0391905,1.31465412
1.25,175.8592414,1.521178257
1.25,177.347171,0.941823734
1.25,177.1317554,0.781793238
1.25,177.9202919,1.053617057
1.25,178.5891255,1.088695227
1.25,178.4066361,1.51388486
1.25,174.9565836,1.101518786
1.25,180.2397171,1.044447751
1.25,175.71371,0.893440567
1.25,177.758797,0.882229677
1.25,175.963168,1.174915336
1.25,173.8240097,0.999647636
1.25,181.5292877,1.040628603
1.25,176.040175,1.388530681
1.25,176.8980995,0.891312043
1.25,175.6523369,0.887211022
